,name,image,description,prep_time,cook_time,total_time,servings_number,servings_unit,course,cuisine,diet,ingredients,instructions,nutrition
21,Rajgira Roti | Amaranth Paratha,https://www.vegrecipesofindia.com/wp-content/uploads/2015/03/amarnath-paratha-recipe-1-280x280.jpg,Rajgira roti or rajgira paratha is a healthy gluten-free flatbread made with rajgira atta or amaranth flour for Hindu fasting days.,20minutes,20minutes,40minutes,6,,Main Course,Indian,"Gluten Free, Vegan, Vegetarian",▢ ¾ cup amaranth flour (rajgira atta)▢ 2 small to medium potatoes or 1 large potato or ½ to ⅔ cup tightly packed mashed potatoes or 100 to 125 grams potatoes▢ ½ teaspoon Cumin Powder (jeera powder)▢ 1 or 2 green chilies – crushed or finely chopped or 1 to 1.5 teaspoon crushed green chilies▢ rock salt (edible and food grade) (sendha namak) as required. used specially for religious fasting days or vrat.▢ ghee or oil as required,"Making doughFirst boil 2 small to medium potatoes in a steamer or pressure cooker till they are thoroughly cooked and of a mashable consistency.In a pan or bowl take the amaranth flour. I ground the flour at home using raw amaranth grains. ½ cup of amaranth grains yielded about ¾ cup flour.When the potatoes are slightly hot, peel them. Then mash them lightly and add to the amaranth flour.Then add the crushed green chili paste, cumin powder and rock salt (sendha namak). You can also add some chopped coriander and ginger paste. Mix everything well.Add 1 or 2 tablespoons of water in parts and knead to a smooth dough. The addition of water depends on the quality of flour. Hence add as accordingly. Make sure you don't add too much of water. Allow the dough to come at room temperature as it will be slightly warm due to the addition of the hot mashed potatoes.Method of rolling rajgira rotiMake a small or medium sized balls from the dough. Dust with amaranth flour.Roll to a small or medium sized paratha. While rolling add some more flour if required.Then gently lift up with a spatula and fry the paratha on a hot tava.Method of patting the dough to make rajgira rotiKeep a moist kitchen cotton napkin or towel on your workplace. Take a small or medium sized ball from the dough and place it on the moist kitchen cloth.With your palms or with your fingers, gently press the dough ball and flatten it till till it increases in size. The edges come out neat this way and are not uneven.Making rajgira rotiNow gently remove the paratha from the cloth or place the cloth upside down on a hot tava or skillet and peel of cotton cloth. I do the first method of removing the rajgira paratha from the cloth and then placing it on the hot tava.One side is partly cooked, flip with the help of spatula. Use a non-stick pan or well seasoned pan as the paratha might stick.Apply ghee or oil on this side as per your preferences. Flip again carefully using a spatula. Apply ghee or oil on this side.Flip a couple of times till the roti has become evenly golden and roasted evenly.Serve these rajgira roti hot or warm with curd or any curry meant for fasting like vrat ki kadhi or vrat ke dahi aloo or kaddu sabji or vrat ki aloo sabji.",NutritionCalories: 72kcal | Carbohydrates: 10g | Protein: 2g | Fat: 3g | Saturated Fat: 1g | Polyunsaturated Fat: 1g | Monounsaturated Fat: 1g | Sodium: 399mg | Potassium: 3mg | Fiber: 2g | Sugar: 1g | Vitamin A: 2IU | Vitamin B1 (Thiamine): 1mg | Vitamin B3 (Niacin): 1mg | Vitamin C: 1mg | Vitamin E: 1mg | Vitamin K: 1µg | Calcium: 21mg | Vitamin B9 (Folate): 1µg | Iron: 1mg | Magnesium: 1mg | Phosphorus: 1mg | Zinc: 1mg
22,Kele ka Kofta | Banana Kofta,https://www.vegrecipesofindia.com/wp-content/uploads/2015/10/raw-banana-kofta-recipe-1-280x280.jpg,"Kele ka Kofta are crispy, spiced pan fried patties made with raw green unripe bananas or plantains, spices, herbs and a binding flour. A special snack that you can make during the Navratri fasting period or on any other regular day.",15minutes,15minutes,30minutes,3,,Snacks,North Indian,"Vegan, Vegetarian",▢ 400 grams plantain or 3 medium to large raw unripe bananas▢ 1.5 cups water – for pressure cooking▢ 10 cashews (chopped) or 14 to 16 roasted peanuts – coarsely crushed▢ ½ inch ginger peeled & finely chopped or ½ teaspoon finely chopped ginger▢ 1 green chili – finely chopped or ½ teaspoon▢ ½ to 1 teaspoon freshly crushed black pepper▢ ½ teaspoon Cumin Powder▢ 1 teaspoon mint leaves – finely chopped▢ 2 tablespoon arrowroot flour or water chestnut flour or buckwheat flour or amaranth flour▢ rock salt  (edible and food grade) as required▢ 2 tablespoons peanut oil or ghee for pan frying,"Preparing banana kofta mixtureFirst rinse the plantains in water a few times.Take the unripe bananas or plantains in a 2 litre stovetop pressure cooker. Add 1.5 cups water. You can also halve the plantains and then add them to the cooker.Pressure cook on medium heat for 3 whistles or till the bananas have complete softened. Let the pressure drop naturally in the cooker, then only open the lid. Drain the water and set aside the cooked plantains to cool.Once they become warm, peel them and place in a mixing bowl.Mash them with a potato masher or with a fork. Mash very well.Then add all of the other ingredients, except oil. Mix very well.Now take equal portions from the mixture and shape them into patties.Making kela ka koftaHeat peanut oil in a flat pan or skillet. When the oil becomes hot, place the koftas.When the base is cooked and becomes light golden, turn over and fry the other side.Flip for a couple of times more and pan fry the koftas till they become golden and crispy.Then place the fried koftas on kitchen paper towels.Serve Banana Kofta with coconut chutney or coriander chutney or mint chutney.",NutritionCalories: 339kcal | Carbohydrates: 57g | Protein: 3g | Fat: 12g | Saturated Fat: 2g | Polyunsaturated Fat: 3g | Monounsaturated Fat: 6g | Sodium: 448mg | Potassium: 624mg | Fiber: 4g | Sugar: 4g | Vitamin A: 7IU | Vitamin B1 (Thiamine): 0.2mg | Vitamin B2 (Riboflavin): 0.1mg | Vitamin B3 (Niacin): 1mg | Vitamin B6: 0.1mg | Vitamin C: 29mg | Vitamin E: 2mg | Vitamin K: 2µg | Calcium: 15mg | Vitamin B9 (Folate): 39µg | Iron: 2mg | Magnesium: 73mg | Phosphorus: 74mg | Zinc: 1mg
23,Kuttu ki Poori,https://www.vegrecipesofindia.com/wp-content/uploads/2017/09/kuttu-ki-poori-recipe-1b-280x280.jpg,Kuttu ke atte ki puri are crisp and tasty Indian fry bread made with buckwheat flour for religious fasting or vrat.,15minutes,15minutes,30minutes,14,pooris,Main Course,North Indian,,"▢ 2 cups  buckwheat flour or 250 grams kuttu ka atta▢ ½  teaspoon Cumin Powder▢ 1  teaspoon rock salt (edible and food grade) (sendha namak)▢ 1  cup  hot boiling water▢ peanut oil for deep frying,  add as required","making doughTake 2 cups buckwheat flour (or 250 grams  kuttu ka atta) in a large mixing bowl or a plate (parat).Add ½ teaspoon cumin powder and 1 teaspoon rock salt (sendha namak).With a spoon mix well.Now add 1 cup hot boiling water.With a spoon mix everything. Cover the pan and keep aside till the mixture cools down.Once the mixture has cooled down, begin to knead it. While kneading add warm water if required. 1 to 2 tablespoons of water can be added.Knead to a smooth dough. The dough should not be sticky. Otherwise you won’t be able to roll the pooris.making kuttu ki puriMake small or medium sized balls from the dough. Take a dough ball and spread some oil on both sides.With a rolling pin, roll to a round circle. You can keep the kuttu pooris slightly thick, but do not make them thin.Heat oil for deep frying in a kadai or pan. Check the oil by adding a small piece of the dough in it. If it comes up steadily and gradually, the oil is hot enough for the pooris to be fried.Then gently slide one poori in the oil. Fry on medium flame. It will come on the surface and also puff up.If the poori does not puff, then gently nudge & press the surface with a slotted spoon, so that the poori puffs up.Fry till you see that oil has stopped sizzling and the kuttu poori looks golden and crisp.Then turn over the poori.Fry the second side also till it turns crisp and golden. Remove with a slotted spoon.Place them on paper towels to remove excess oil. Similarly fry the rest of pooris.Serve kuttu ke atte ki puri hot with vrat ke aloo or dahi arbi or dahi aloo.",NutritionCalories: 93kcal | Carbohydrates: 12g | Protein: 2g | Fat: 4g | Sodium: 169mg | Potassium: 98mg | Fiber: 1g | Calcium: 7mg | Iron: 0.7mg
24,Kuttu ka Paratha,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/kuttu-ka-paratha-recipe-1-280x280.jpg,Kuttu ki roti or paratha are gluten free flatbreads made with buckwheat flour and mashed potatoes. These healthy flatbreads are usually made during the Navratri fasting period in India.,10minutes,30minutes,40minutes,14,rotis,Side Dish,North Indian,"Gluten Free, Vegetarian","▢ 2 cups kuttu ka atta (buckwheat flour)▢ 1 tablespoon finely chopped coriander leaves▢ 1 medium to large potato▢ 1 green chili or hari mirch – finely chopped (optional)▢ 3 to 4 tablespoon warm water  or add as required▢ 1 teaspoon rock salt (edible and food grade) (sendha namak), add as required▢ oil or ghee as required, for roasting","making kuttu ka atta doughBoil potato till its completely cooked. You can boil the potato in a stovetop pressure cooker or Instant pot or in a pan adding water as needed.Peel and mash the potato when still warm. There should not be any chunks in the mashed potato.In a bowl, mix the mashed potatoes, coriander leaves, green chilies and rock salt with the kuttu ka atta.Add very little warm water like 1 to 2 tablespoons and begin to knead.Keep on adding little warm water in parts and knead till a dough forms and it stays together. Overall you can use 3 to 4 tablespoons of warm water. Don’t make too smooth or too moist as you won’t be able to roll the parathas.rolling kuttu ka parathaOn a moist cloth, sprinkle some flour lightly.Take a medium sized ball and place on the cloth.Fold the cloth and roll the ball with a rolling pin.Pick up the folded napkin together with the dough gently and roll so you get a round shaped paratha.While making rotis, you roll it slightly thin and for making parathas you can roll slightly thick. You can use a zip lock bag or a banana leaf also to roll these parathas. making kuttu ka paratha or rotisHeat skillet or griddle or tava.Place the roti or paratha side on your right palm and gently remove the cloth/napkin from the other side.Then place the roti or paratha on the tava. Keep the heat to medium to medium-high.When one side is partly cooked, flip and let the other side cook.Spread ½  teaspoon ghee or oil on top and then flip again.Cook for a few minutes and meanwhile spread again ½ teaspoon ghee or oil on the top.Flip once or twice till the kuttu ki rotis have golden brown patches.Prepare all kuttu ka atta ki rotis or parathas this way and stack them in a roti basket. Serve kuttu ki rotis or parathas hot or warm with a side vegetable dish or curry.",NutritionCalories: 88kcal | Carbohydrates: 13g | Protein: 2g | Fat: 3g | Sodium: 181mg | Potassium: 62mg | Fiber: 2g | Vitamin C: 2.7mg | Calcium: 27mg | Iron: 1.7mg
25,Pumpkin Halwa | Kaddu Ka Halwa,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/pumpkin-halwa-recipe-1-280x280.jpg,"Pumpkin Halwa is called Kaddu Ka Halwa in Hindi. Subtly flavored, this halwa variant made with pumpkin along with cardamom, melon seeds and nuts – is quite easy to prepare and makes for a delightful dessert as well.",10minutes,30minutes,40minutes,3,,Desserts,North Indian,"Gluten Free, Vegan, Vegetarian","▢ 2.5 to 3 cups pumpkin – chopped, (kaddu or petha)▢ ½ cup sugar or add as required – also depends upon the sweetness in the pumpkin▢ 3 to 4 green cardamoms crushed to a powder in a mortar-pestle or ½ teaspoon green cardamom powder▢ 2 tablespoons oil – neutral flavored or 1.5 tablespoon ghee. the halwa tastes good with ghee▢ 2 teaspoons melon seeds (magaz), optional▢ 1.5 to 2 tablespoons nuts – chopped, like almonds, cashews, pistachios▢ ¾ to 1 cup water or add as required","Rinse the pumpkin or kaddu first in water. Peel and chop into small cubes. Smaller the better as they will cook faster. Also, remove the pith and seeds while chopping.Heat the oil or ghee in a 3 litre pressure cooker.Add the pumpkin cubes in the pressure cooker. Mix and sauté till they start releasing water or for about 8 to 10 minutes on a low heat.Add water and stir to combine.Cover and pressure cook the kaddu pieces for 4 to 5 whistles or until the pumpkin has become mushy. *For making the halwa in a pan, check notes below.Open the lid only when the pressure drops naturally in the cooker. And check if the kaddu pieces have softened or not.They should be of mashable consistency.If they have not cooked thoroughly, then pressure cook for few more minutes, adding some more water, if required.Once the kaddu pieces have cooked well then place the pressure cooker on stovetop and keep to simmer on low to medium-low hat.After 1 to 2 minutes of simmering, add sugar and cardamom powder.Cook the mixture stirring often till it thickens.The consistency of the halwa should like be a pudding or pumpkin puree.The water should reduce in the halwa.You can thicken it more if you want.Add the melon seeds and chopped nuts and cook the halwa for 1 to 2 minutes more.Serve pumpkin halwa warm or cold.You can also garnish it with melon seeds or preferred nuts. Refrigerate the leftovers. This halwa keeps well for 1 to 2 days in the refrigerator. ",NutritionCalories: 296kcal | Carbohydrates: 42g | Protein: 3g | Fat: 14g | Saturated Fat: 2g | Polyunsaturated Fat: 1g | Monounsaturated Fat: 8g | Sodium: 6mg | Potassium: 387mg | Fiber: 2g | Sugar: 36g | Vitamin A: 8229IU | Vitamin B1 (Thiamine): 0.1mg | Vitamin B2 (Riboflavin): 0.1mg | Vitamin B3 (Niacin): 1mg | Vitamin B6: 0.1mg | Vitamin C: 9mg | Vitamin E: 5mg | Vitamin K: 2µg | Calcium: 35mg | Vitamin B9 (Folate): 17µg | Iron: 1mg | Magnesium: 36mg | Phosphorus: 85mg | Zinc: 1mg
26,Arbi Fry | Seppankizhangu Fry,https://www.vegrecipesofindia.com/wp-content/uploads/2015/10/arbi-fry-recipe-1-280x280.jpg,This arbi fry also called as Seppankizhangu Fry in Tamill language is a dry preparation of colocasia or taro roots with spices and herbs.,20minutes,12minutes,32minutes,2,,Side Dish,North Indian,"Gluten Free, Vegan",▢ 250 grams arbi (taro or colocasia roots or seppankizhangu)▢ 2 cups water for pressure cooking arbi▢ ¼ teaspoon ajwain (carom seeds)▢ ½ teaspoon crushed black pepper or ⅓ teaspoon black pepper powder (kali mirch powder)▢ ½ teaspoon Cumin Powder (jeera powder)▢ ½ teaspoon dry mango powder (amchur) or dry pomegranate powder▢ 1 small green chili chopped or ¼ teaspoon red chili powder▢ ½ tablespoon peanut oil (moongphali ka tel)▢ 1 tablespoon chopped coriander leaves or mint leaves▢ rock salt (edible and food grade) (sendha namak) as required,"boiling arbiRinse 250 grams arbi very well in water. Then place them in a 2 litre stovetop pressure cooker. Add 2 cups of water. Pressure cook the arbi for 2 to 3 whistles or for 8 to 10 minutes on medium flame.When the pressure settles down on its own, then onlu open the lid and check the doneness of the arbi. A knife should easily slid through the arbi. If not, then pressure cook for 1 whistle.When the arbi cools down or become warm, peel and then slice them in 1/4 to 1/3 inch rounds. Keep aside.making arbi fryIn a small pan, heat peanut oil. Add ajwain (carom seeds).Saute the carom seeds on low heat for some seconds till fragrant. Then add the sliced arbi. Stir and mix the arbi with the rest of the ingredients.Continue to stir and saute for 3 minutes on a low heat.Then add the following spices – crushed black pepper, cumin powder, 1 small green chili (chopped). If using red chili powder, then you can add ¼ teaspoon red chili powder.Stir and mix the spices with the arbi. Season with rock salt as required.Then add dry mango powder. Instead of dry mango powder, you can also add dry pomegranate powder.Stir and mix very well.Saute and flip each piece to get an even roasting and browning of the arbi slices.Switch off the heat and lastly add chopped coriander or mint leaves.Stir and serve arbi fry hot or warm as a side dish with samvat rice khichdi or samvat rice pulao or kuttu ke parathe or rajgira paratha.",NutritionCalories: 187kcal | Carbohydrates: 36g | Protein: 2g | Fat: 4g | Sodium: 1265mg | Potassium: 738mg | Fiber: 6g | Sugar: 1g | Vitamin A: 95IU | Vitamin C: 8.3mg | Calcium: 61mg | Iron: 1mg
27,lauki ki kheer,https://www.vegrecipesofindia.com/wp-content/uploads/2016/04/lauki-kheer-recipe-2-280x280.jpg,Delicious kheer made with bottle gourd or opo squash.,5minutes,25minutes,30minutes,3,,Desserts,North Indian,,"▢ 1 tablespoon Ghee or a neutral flavored oil▢ 200 grams lauki or 1 cup grated lauki (dudhi or ghia or bottle gourd or opo squash)▢ 2.5 cups full fat milk▢ 1 pinch saffron strands▢ ¼ to ½ teaspoon cardamom powder▢ 5 tablespoon sugar or add as required▢ 5 to 6 dried rose petals, crushed (optional)▢ 1 to 2 teaspoon rose water (optional)▢ 12 to 15 cashews▢ 1 tablespoon raisins – optional","Sauteing laukiRinse, peel and grate 200 grams lauki (half of a medium sized lauki). You should get 1 cup grated lauki.In a thick bottomed pan, heat ghee or a neutral flavored oil. Add the lauki.Stir the lauki well and begin to saute it on a low to medium heat.Stirring often, saute for 4 to 5 minutes.Making lauki ki kheerThen add fresh whole milk and stir.On a low to medium heat simmer the milk stirring at intervals, so that the milk does not scorch at the bottom of the pan.After 5 to 6 minutes, add a pinch of saffron strands.Continue to simmer milk till it comes to a gentle boil.Keep on cooking milk, till its reduced a bit. Stir often and scrape the milk solids from the sides and add them to the simmering milk. Overall cook the milk for 16 to 20 minutes, stirring often.Once the milk has reduced a bit, add sugar as per your taste.Stir the sugar with the kheer mixture.Then add cardamom powder and cashews.Simmer the kheer for 2 to 3 minutes more.Lastly switch off the heat and add rose water.Then add 5 to 6 dried rose petals (crushed). Skip rose petals if you do not have.Now you can serve lauki ki kheer hot or warm or chilled. On cooling, the consistency of the lauki kheer will thicken.",NutritionCalories: 304kcal | Carbohydrates: 37g | Protein: 8g | Fat: 14g | Saturated Fat: 7g | Polyunsaturated Fat: 1g | Monounsaturated Fat: 5g | Cholesterol: 33mg | Sodium: 91mg | Potassium: 411mg | Fiber: 1g | Sugar: 33g | Vitamin A: 329IU | Vitamin B1 (Thiamine): 1mg | Vitamin B2 (Riboflavin): 1mg | Vitamin B3 (Niacin): 1mg | Vitamin B6: 1mg | Vitamin B12: 1µg | Vitamin C: 1mg | Vitamin D: 3µg | Vitamin E: 1mg | Vitamin K: 3µg | Calcium: 253mg | Vitamin B9 (Folate): 12µg | Iron: 1mg | Magnesium: 58mg | Phosphorus: 219mg | Zinc: 1mg
28,Sabudana Pakoda | Sabudana Pakora,https://www.vegrecipesofindia.com/wp-content/uploads/2013/08/sabudana-pakora-recipe-1-280x280.jpg,"These Sabudana pakora made for fasting or vrat are crisp, golden fritters made from tapioca pearls, mashed potatoes and roasted crushed peanuts.",8hours,20minutes,8hours,2,,Snacks,North Indian,Vegetarian,"▢ ½ cup sabudana (tapioca pearls)▢ 1 large potato▢ ¾ teaspoon cumin seeds▢ ½ to 1 teaspoon sugar▢ 1 green chili , chopped▢ 2 tablespoon kuttu ka atta (buckwheat flour)▢ ¼ cup peanuts▢ rock salt (edible and food grade) or sendha namak, add as required▢ oil  as needed for frying","Making sabudana pakoda mixtureSoak the sabudana or tapioca pearls in enough water overnight or for 4 to 5 hours.Later drain all of the water very well using a strainer and keep aside the sabudana in a mixing bowl.Boil the potatoes, peel and chop roughly.Roast the peanuts in a pan till browned and crisp.In a mortar-pestle, coarsely crush the roasted peanuts.Add all ingredients to the drained sabudana, including the chopped potatoes and peanuts.Mix the ingredients really well using a spoon or with clean hands. Check the taste and add more salt or sugar if required.Frying sabudana pakodaHeat oil in a kadai or pan.Make small balls with your hands or using a spoon drop the mixture in to medium hot oil. Keep the heat to medium to medium-high.Let the pakoras become opaque and then turn them with a slotted spoon.First let the sabudana pakoda become opaque and lightly golden while frying and then turn them with a slotted spoon. Don’t be in a hurry to turn them as this will break them in the oil. So first let the pakoda firm up and become light golden before turning over.Deep fry the second side till they are golden and crisp. You can turn them a few times with a slotted spoon as needed to get an even golden color.Once perfectly fried, then remove them carefully with a slotted spoon draining as much oil as possible.Place them on paper napkins to remove excess oil.Serve sabudana pakodas hot or warm with tomato sauce or green chutney or coconut chutney. If you are making them for fasting then serve them with phalahari chutney.Best to have them hot for best taste.",NutritionCalories: 438kcal | Carbohydrates: 65g | Protein: 9g | Fat: 17g | Saturated Fat: 3g | Polyunsaturated Fat: 4g | Monounsaturated Fat: 8g | Sodium: 718mg | Potassium: 664mg | Fiber: 9g | Sugar: 4g | Vitamin A: 12IU | Vitamin B1 (Thiamine): 0.2mg | Vitamin B2 (Riboflavin): 0.1mg | Vitamin B3 (Niacin): 5mg | Vitamin B6: 0.5mg | Vitamin C: 25mg | Vitamin E: 2mg | Vitamin K: 3µg | Calcium: 37mg | Vitamin B9 (Folate): 43µg | Iron: 2mg | Magnesium: 97mg | Phosphorus: 181mg | Zinc: 1mg
29,Vrat Wale Aloo | Vrat ke aloo,https://www.vegrecipesofindia.com/wp-content/uploads/2013/08/vrat-ke-aloo-recipe-1-280x280.jpg,"Vrat wale aloo is a fasting dish made with potatoes, tomatoes, spices and herbs.",15minutes,15minutes,30minutes,2,to 3,Main Course,North Indian,Vegan,"▢ 3 medium potatoes (aloo)▢ 3 medium tomatoes or about 1 cup of chopped tomatoes▢ 1 or 2 green chilies, chopped (hari mirch)▢ ½ teaspoon ajwain (carom seeds) or cumin seeds (jeera)▢ 1.5 to 2 cups water▢ 2 tablespoon oil▢ rock salt (edible and food grade) or sendha namak as required","boiling potatoes:Rinse the potatoes very well in fresh water. Then add the potatoes with 3 cups water in the pressure cooker.Sprinkle teaspoon of sendha namak.Boil the 3 potatoes in the pressure cooker for 4 to 5 whistles, till the potatoes cook and soften.Peel and keep them aside.making vrat wale aloo recipe:Heat 2 tablespoons of oil in a pan.Crackle the 1/2 teaspoon of carom seeds first.Now add the 1-2 chopped green chilies .Saute for half a minute.Add a cup of chopped tomatoes and saute.Stir and saute till the oil starts to leave the sides of the mixture.The tomatoes would have cooked by now and become soft.Continue to stir in between when cooking the tomatoes a couple of times.Directly crumble the 3 boiled potatoes in the tomato gravy. Stir and mix well.Add 2 cups of water, stir well. Sprinkle sendha namak as required.Simmer till the gravy thickens a bit.Garnish with coriander leaves and serve vrat wale aloo hot. The gravy will thicken as it cools down.These vrat wale aloo goes well with puri or rotis made from kuttu ka atta (buckwheat flour) or singhare ka atta (water chestnut flour).",NutritionCalories: 354kcal | Carbohydrates: 48g | Protein: 10g | Fat: 15g | Saturated Fat: 2g | Sodium: 1288mg | Potassium: 1756mg | Fiber: 11g | Sugar: 5g | Vitamin A: 1535IU | Vitamin C: 64.4mg | Calcium: 120mg | Iron: 10.9mg
30,Aloo Tuk Recipe (Sindhi Style),https://www.vegrecipesofindia.com/wp-content/uploads/2010/02/aloo-tuk-recipe-191-280x280.jpg,"Aloo tuk is a popular Sindhi snack of crispy, fried and spiced potato slices. The potato slices are double fried to make them extra crispy. This dish makes for a good tea time snack or a side dish with your favorite North Indian meal.",5minutes,20minutes,25minutes,3,,Snacks,Sindhi,"Gluten Free, Vegan, Vegetarian",▢ 4 potatoes – medium sized▢ ¼ teaspoon turmeric powder (ground turmeric)▢ ½ teaspoon Red Chili Powder (swap with paprika or cayenne pepper)▢ ½ teaspoon Coriander Powder (ground coriander)▢ ½ teaspoon Cumin Powder (ground cumin)▢ ½ teaspoon dry mango powder (amchur powder) ▢ ½ teaspoon salt  or edible rock salt or black salt – for rubbing on potatoes▢ oil  as required for deep frying potatoes▢ salt as required for sprinkling on the fried potato slices,"PreparationPeel 4 medium sized potatoes.Then rinse the potatoes in running water and wipe them dry with a kitchen napkin.Now you can cut the potatoes in slightly thick rounds or cut it vertically into wedges. Don't make them too thin or too thick.Making aloo tukHeat oil in a kadai or work before you mix salt with the potato slices in the next step mentioned below.Now rub salt on the chopped potato slices. if making aloo tuk for religious fast or vrat, then add rock salt (sendha namak) instead of regular salt. Toss them well and deep fry them in hot oil on medium heat, till they are slightly cooked and tender (or half cooked). The edges should become light golden. Fry the potatoes in batches.Remove them from oil and place them on kitchen paper towels. Slightly flatten or press them with a the back of a ladle or spoon.Now fry the half cooked potato slices in medium hot oil for the second time. Turn over as needed and fry till they are crisp and golden brown. This way do the second frying in batches.Remove them on a clean tissue paper so that the extra oil gets absorbed. Place the fried potato slices in a bowl. Add them to the bowl when they are still hot.Add all the spice powders mentioned above on the fried potato slices. Check the taste and add some salt if required.You can increase or decrease the quantity of the spice powders as per your taste. Toss and mix well. Serve aloo tuk hot as is or pair it with mint chutney or tomato ketchup or coriander chutney. It also goes as a good accompaniment or side dish with dal-rice combo or curd curry-rice combo.",NutritionCalories: 389kcal | Carbohydrates: 51g | Protein: 6g | Fat: 19g | Saturated Fat: 2g | Polyunsaturated Fat: 1g | Monounsaturated Fat: 16g | Sodium: 798mg | Potassium: 1213mg | Fiber: 6g | Sugar: 2g | Vitamin A: 110IU | Vitamin B1 (Thiamine): 1mg | Vitamin B2 (Riboflavin): 1mg | Vitamin B3 (Niacin): 3mg | Vitamin B6: 1mg | Vitamin C: 56mg | Vitamin E: 8mg | Vitamin K: 7µg | Calcium: 39mg | Vitamin B9 (Folate): 46µg | Iron: 3mg | Magnesium: 67mg | Phosphorus: 165mg | Zinc: 1mg
31,sama chawal khichdi,https://www.vegrecipesofindia.com/wp-content/uploads/2015/03/samvat-rice-khichdi-1b-280x280.jpg,Samvat rice khichdi recipe – savory porridge made with barnyard millet and potatoes.,1hour,35minutes,1hour,3,to 4,Main Course,North Indian,,▢ 1 cup sama ke chawal (barnyard millet or samvat rice)▢ ½ cup cubed potatoes (aloo)▢ 1 teaspoon cumin seeds (jeera)▢ ½ teaspoon black pepper (kuti hui kalimirch) – crushed in a mortar-pestle▢ 1 to 1.5 teaspoon ginger-green chili paste (adrak aur hari mirch ka paste) or ½ inch ginger and 1-2 green chilies – crushed in a mortar-pestle▢ 3 cups water▢ 2 tablespoon Ghee or peanut oil (moonghphali ka tel)▢ 2 tablespoon chopped coriander leaves (dhania patta)▢ rock salt (edible and food grade) (sendha namak) as required,"In a bowl, soak the sama chawal for an hour. Drain and then keep aside.In a thick bottomed pan heat 2 tbsp ghee or peanut oil. Add 1 tsp cumin seeds.Fry the cumin seeds till they change color.Now add 1 to 1.5 tsp ginger+green chili paste and 1/2 tsp crushed black pepper. Saute till the raw aroma of both the green chilies and ginger goes away.Then add 1/2 cup potato cubes. Stir and saute for two to three minutes.Then add the drained sama chawal. Stir and saute for a minute.Add 3 cups water. Stir again. 3 cups water makes the khichdi mushy, which we prefer. If you want separate grains then just add 1.5 to 2 cups water.Season with rock salt/sendha namak and stir well.Cover the pan with a lid and on a low flame allow the grains to simmer and get cooked.Do check and stir at intervals.Once the grains have softened and cooked well, switch off the flame. You can add about 2 tbsp chopped coriander leaves here and mix. Also if you prefer, you can add some lemon juice. Since I was serving the khichdi with vrat ki kadhi which is also sour, I did not add lemon juice.Serve samvat rice khichdi topped with a bit of ghee and garnished with coriander leaves with vrat ki kadhi, peanut kadhi or any curry meant for fasting. You can also have this sama chawal khichdi with plain yogurt.",NutritionCalories: 341kcal | Carbohydrates: 56g | Protein: 5g | Fat: 10g | Saturated Fat: 5g | Monounsaturated Fat: 2g | Cholesterol: 22mg | Sodium: 796mg | Potassium: 157mg | Vitamin A: 285IU | Vitamin C: 4mg | Calcium: 40mg | Iron: 5.5mg
